[['368', '766', '217', '494'], 52230541196]
[['529', '829', '766', '722', '354', '684', '419', '177'], 53907541305]
[['368', '217', '692', '120', '937', '177', '145', '438'], 53424141565]
[['766', '217', '692', '120', '883', '937', '145', '438'], 53409541506]
[['529', '829', '766', '722', '883', '937', '177', '438'], 53763241407]
[['829', '766', '722', '684', '217', '419', '120', '145'], 53654041567]
[['368', '829', '419', '692', '883', '937', '177', '438'], 53553941285]
[['368', '829', '722', '354', '684', '419', '120', '937'], 53795841535]
[['368', '529', '722', '684', '217', '494', '692', '120'], 53847541251]
[['829', '766', '217', '419', '692', '120', '883', '937'], 53637041127]
[['368', '354', '684', '217', '494', '883', '937', '177'], 53648441338]
[['529', '766', '217', '494', '692', '120', '177', '145'], 53624441518]
[['529', '829', '217', '692', '120', '937', '177', '145'], 53583941528]
[['368', '829', '354', '217', '419', '937', '177', '438'], 53711441351]
[['368', '829', '217', '494', '937', '177', '145', '438'], 53554241314]
[['766', '722', '217', '419', '692', '120', '177', '438'], 53476741525]
[['368', '684', '217', '494', '692', '120', '883', '937'], 53579041512]
[['529', '829', '354', '494', '883', '937', '177', '438'], 53651841184]
[['368', '766', '722', '217', '120', '883', '177', '145'], 53708041521]
[['766', '722', '354', '684', '217', '120', '883', '177'], 53578341312]
[['529', '829', '722', '354', '692', '883', '937', '177'], 53754041597]
[['529', '829', '419', '120', '883', '937', '177', '438'], 53586141405]
[['529', '829', '217', '692', '883', '937', '145', '438'], 53622841192]
[['829', '766', '722', '217', '419', '120', '145', '438'], 53588641548]
[['529', '722', '354', '217', '419', '120', '883', '937'], 53659941359]
[['829', '766', '354', '494', '419', '692', '937', '438'], 53693841335]
[['529', '722', '354', '217', '494', '419', '692', '937'], 53701841558]
[['368', '766', '354', '684', '217', '494', '120', '177'], 53779741315]
[['829', '766', '722', '217', '419', '883', '937', '438'], 53691641301]
[['368', '766', '494', '692', '120', '883', '937', '177'], 53498541461]
[['829', '766', '692', '120', '883', '177', '145', '438'], 53451641499]
[['368', '829', '722', '692', '120', '883', '177', '145'], 53636941398]
[['529', '722', '354', '684', '217', '120', '883', '937'], 53692941364]
[['529', '829', '766', '722', '494', '419', '937', '438'], 53826341443]
[['829', '722', '354', '684', '692', '120', '937', '145'], 53647141351]
[['529', '829', '722', '684', '494', '937', '177', '145'], 53713441390]
[['368', '529', '354', '217', '419', '883', '177', '438'], 53792641452]
[['829', '766', '722', '354', '684', '494', '692', '937'], 53759841338]
[['368', '722', '494', '692', '883', '177', '145', '438'], 53481641276]
[['529', '829', '722', '354', '494', '937', '177', '145'], 53739041525]
[['829', '766', '494', '419', '883', '937', '177', '438'], 53564441247]
[['829', '722', '494', '692', '120', '937', '177', '145'], 53538541377]
[['368', '722', '354', '684', '494', '692', '120', '177'], 53686141409]
[['368', '529', '766', '354', '684', '419', '120', '177'], 53933941271]
[['368', '829', '494', '120', '883', '937', '145', '438'], 53498941535]
[['829', '722', '354', '494', '419', '692', '120', '937'], 53672641262]
[['529', '722', '354', '494', '692', '883', '177', '438'], 53624741192]
[['368', '722', '684', '217', '419', '883', '937', '177'], 53664941319]
[['722', '217', '494', '419', '120', '883', '177', '438'], 53414241277]
[['829', '722', '354', '217', '883', '937', '145', '438'], 53619641102]
[['829', '217', '494', '419', '120', '937', '177', '438'], 53503641306]
[['829', '766', '354', '494', '937', '177', '145', '438'], 53612341308]
[['529', '829', '766', '684', '419', '883', '937', '177'], 53758741374]
[['766', '354', '217', '494', '419', '937', '177', '438'], 53560041288]
[['766', '722', '217', '494', '120', '883', '937', '438'], 53477741528]
[['529', '766', '722', '494', '692', '937', '177', '145'], 53653241375]
[['529', '722', '494', '120', '937', '177', '145', '438'], 53534941432]
[['529', '829', '766', '217', '419', '883', '937', '177'], 53748841487]
[['368', '217', '494', '120', '883', '937', '177', '438'], 53464441549]
[['354', '684', '494', '120', '883', '937', '177', '145'], 53402941417]
[['368', '722', '354', '684', '419', '692', '120', '177'], 53709741396]
[['529', '829', '722', '120', '883', '937', '177', '145'], 53658841406]
[['829', '766', '722', '217', '692', '120', '937', '177'], 53645241557]
[['368', '829', '354', '692', '937', '177', '145', '438'], 53561741329]
[['529', '766', '354', '217', '494', '692', '120', '177'], 53735441541]
[['766', '722', '354', '684', '217', '692', '883', '937'], 53622041131]
[['722', '354', '684', '217', '692', '120', '883', '937'], 53588241089]
[['368', '529', '722', '684', '217', '692', '883', '177'], 53784141609]
[['766', '722', '419', '692', '120', '883', '937', '177'], 53528241436]
[['529', '829', '722', '354', '684', '419', '692', '120'], 53841141670]
[['368', '829', '684', '217', '419', '120', '883', '177'], 53739041476]
[['529', '766', '722', '354', '684', '217', '494', '419'], 53826241540]
[['766', '722', '494', '419', '692', '937', '145', '438'], 53477341260]
[['368', '829', '722', '354', '217', '937', '145', '438'], 53718741369]
[['529', '766', '722', '217', '419', '692', '145', '438'], 53642341407]
[['766', '354', '684', '494', '419', '692', '937', '177'], 53582241334]
[['368', '829', '722', '354', '684', '217', '120', '177'], 53818941398]
[['829', '766', '419', '120', '883', '937', '177', '438'], 53540541491]
[['529', '829', '722', '684', '217', '692', '120', '177'], 53757541593]
[['368', '722', '354', '494', '120', '883', '937', '177'], 53622541280]
[['529', '722', '684', '692', '120', '883', '937', '177'], 53632541480]
[['529', '829', '766', '722', '217', '419', '937', '177'], 53824941398]
[['368', '529', '766', '494', '120', '937', '177', '145'], 53725941428]
[['829', '766', '722', '354', '883', '177', '145', '438'], 53674341314]
[['368', '766', '722', '494', '419', '120', '883', '937'], 53680241502]
[['722', '354', '217', '494', '120', '883', '937', '438'], 53450941328]
[['529', '829', '722', '684', '419', '120', '883', '937'], 53764141379]
[['766', '722', '217', '692', '120', '937', '145', '438'], 53478041535]
[['766', '217', '419', '692', '120', '937', '177', '438'], 53422541500]
[['368', '829', '684', '217', '419', '692', '120', '937'], 53699241547]
[['368', '529', '494', '692', '937', '177', '145', '438'], 53525641400]
[['368', '684', '692', '120', '883', '937', '177', '145'], 53517741340]
[['829', '722', '217', '692', '883', '937', '177', '145'], 53533741485]
[['529', '766', '494', '692', '883', '937', '177', '145'], 53504241348]
[['368', '829', '722', '217', '692', '883', '937', '438'], 53680741326]
[['529', '766', '354', '692', '883', '937', '145', '438'], 53612741389]
[['766', '354', '684', '217', '494', '419', '120', '937'], 53625441308]
[['368', '529', '829', '722', '684', '120', '883', '177'], 53879341429]
[['368', '829', '217', '419', '692', '120', '883', '937'], 53650141515]
[['829', '722', '354', '494', '419', '883', '177', '438'], 53628141070]
[['529', '829', '354', '684', '217', '419', '883', '937'], 53810141448]
[['368', '829', '354', '217', '494', '692', '937', '177'], 53672841583]
[['722', '354', '217', '419', '692', '883', '937', '177'], 53499441478]
[['766', '722', '684', '419', '120', '883', '937', '145'], 53514041560]
[['529', '722', '692', '120', '883', '937', '177', '145'], 53560841351]
[['368', '829', '354', '684', '494', '120', '883', '937'], 53701541524]
[['368', '529', '684', '217', '419', '692', '883', '177'], 53756341595]
[['368', '529', '829', '217', '494', '883', '145', '438'], 53713741432]
[['829', '722', '354', '684', '494', '692', '937', '145'], 53680541346]
[['529', '829', '766', '722', '217', '883', '937', '438'], 53791841430]
[['368', '766', '354', '684', '692', '120', '883', '937'], 53679341480]
[['829', '722', '354', '419', '692', '120', '937', '177'], 53619841445]
[['529', '829', '217', '692', '883', '937', '177', '438'], 53601241183]
[['368', '722', '354', '217', '419', '692', '937', '438'], 53635841330]
[['722', '684', '217', '692', '120', '883', '937', '177'], 53502641509]
[['722', '354', '684', '494', '120', '883', '937', '177'], 53497441199]
[['368', '722', '354', '217', '883', '937', '177', '438'], 53654441341]
[['529', '722', '354', '494', '120', '177', '145', '438'], 53601941462]
[['368', '684', '217', '494', '120', '883', '937', '177'], 53574141347]
[['368', '529', '829', '217', '692', '883', '145', '438'], 53725441438]
[['368', '829', '217', '494', '419', '692', '883', '937'], 53607541537]
[['722', '354', '217', '494', '120', '883', '937', '145'], 53450341382]
[['368', '829', '494', '692', '120', '177', '145', '438'], 53470041552]
[['829', '722', '494', '692', '120', '883', '177', '438'], 53514241313]
[['529', '766', '354', '494', '692', '937', '145', '438'], 53640141422]
[['368', '529', '684', '494', '692', '883', '177', '145'], 53624141386]
[['368', '829', '766', '722', '419', '120', '883', '177'], 53811941391]
[['529', '722', '494', '419', '692', '937', '145', '438'], 53564441166]
[['368', '529', '766', '722', '684', '494', '177', '145'], 53861341441]
[['529', '766', '354', '217', '494', '692', '120', '937'], 53736541582]
[['529', '829', '722', '684', '692', '120', '177', '145'], 53729441247]
[['529', '829', '354', '684', '692', '937', '177', '145'], 53699241524]
[['529', '722', '354', '217', '494', '419', '120', '937'], 53686841546]
[['368', '722', '494', '692', '883', '937', '145', '438'], 53499241275]
[['368', '829', '217', '494', '419', '883', '937', '177'], 53608841443]
[['766', '354', '217', '494', '419', '692', '883', '438'], 53554341301]
[['368', '829', '766', '354', '684', '217', '494', '937'], 53869141638]
[['766', '722', '684', '217', '419', '120', '883', '145'], 53526341502]
[['529', '766', '722', '354', '684', '217', '494', '120'], 53811341605]
[['722', '354', '494', '419', '120', '883', '177', '438'], 53449741286]
[['529', '722', '692', '120', '937', '177', '145', '438'], 53522041429]
[['529', '829', '722', '494', '883', '937', '177', '438'], 53651441178]
[['368', '766', '722', '354', '692', '883', '937', '145'], 53704241352]
[['722', '354', '684', '494', '419', '692', '120', '883'], 53573041676]
[['368', '722', '354', '684', '494', '692', '883', '177'], 53646841454]
[['529', '354', '494', '692', '120', '937', '177', '145'], 53555041478]
[['529', '354', '494', '419', '692', '937', '177', '438'], 53602841181]
[['529', '829', '722', '354', '217', '883', '177', '438'], 53760841225]
[['368', '829', '217', '419', '692', '120', '937', '177'], 53598141554]
[['829', '766', '722', '217', '419', '692', '120', '145'], 53635141585]
[['529', '766', '722', '684', '419', '692', '177', '145'], 53661541582]
[['829', '722', '354', '217', '419', '692', '177', '438'], 53624341109]
[['368', '529', '354', '684', '217', '494', '419', '120'], 53907141484]
[['368', '722', '354', '684', '419', '120', '937', '177'], 53724241181]
[['529', '766', '722', '217', '494', '120', '937', '145'], 53705641356]
[['368', '829', '766', '684', '217', '419', '120', '883'], 53815441536]
[['529', '829', '766', '217', '419', '692', '177', '438'], 53724341424]
[['722', '354', '217', '419', '692', '883', '177', '438'], 53486141060]
[['368', '829', '722', '354', '217', '494', '120', '937'], 53761241595]
[['368', '529', '829', '722', '494', '937', '177', '145'], 53767841429]
[['529', '766', '684', '419', '120', '883', '937', '145'], 53601341591]
[['829', '766', '722', '354', '692', '120', '883', '145'], 53688141215]
[['368', '766', '684', '494', '692', '120', '177', '145'], 53569341370]
[['829', '766', '722', '217', '692', '883', '177', '438'], 53626441302]
[['368', '217', '494', '883', '937', '177', '145', '438'], 53428941276]
[['368', '766', '217', '692', '883', '177', '145', '438'], 53525941516]
[['368', '766', '722', '354', '883', '937', '145', '438'], 53699341566]
[['368', '529', '829', '354', '217', '937', '145', '438'], 53782641475]
[['829', '722', '217', '494', '692', '883', '937', '438'], 53594841083]
[['529', '766', '722', '494', '692', '937', '145', '438'], 53653041415]
[['529', '766', '354', '217', '494', '419', '177', '438'], 53745041435]
[['368', '766', '354', '684', '217', '120', '883', '145'], 53757541482]
[['529', '766', '354', '684', '217', '494', '692', '120'], 53800141597]
[['368', '722', '494', '419', '692', '937', '177', '438'], 53531441285]
[['529', '722', '354', '217', '494', '883', '177', '145'], 53589441581]
[['829', '766', '354', '217', '692', '120', '177', '145'], 53598941476]
[['529', '722', '354', '684', '217', '120', '177', '145'], 53665041427]
[['766', '354', '217', '692', '120', '883', '177', '145'], 53472841398]
[['529', '829', '722', '217', '120', '937', '177', '438'], 53665141468]
[['529', '829', '766', '354', '494', '692', '937', '177'], 53802441554]
[['529', '766', '722', '354', '217', '883', '177', '145'], 53711241454]
[['529', '722', '217', '692', '120', '883', '145', '438'], 53602841457]
[['829', '354', '217', '692', '883', '937', '145', '438'], 53593741104]
[['368', '829', '692', '120', '883', '937', '177', '145'], 53516241380]
[['529', '829', '354', '217', '692', '937', '177', '438'], 53699041232]
[['722', '354', '419', '692', '120', '937', '145', '438'], 53419441301]
[['368', '722', '354', '217', '494', '937', '177', '438'], 53638041343]
[['529', '829', '684', '494', '120', '883', '177', '145'], 53620141403]
[['829', '722', '684', '692', '120', '883', '177', '145'], 53576241190]
[['529', '766', '354', '684', '217', '419', '692', '883'], 53774241551]
[['368', '766', '722', '217', '120', '883', '937', '145'], 53713041363]
[['368', '722', '684', '419', '120', '883', '937', '177'], 53682641265]
[['368', '829', '354', '684', '883', '937', '177', '145'], 53713841519]
[['529', '829', '722', '354', '684', '120', '937', '145'], 53761841381]
[['829', '766', '354', '684', '494', '883', '937', '177'], 53667141342]
[['368', '722', '354', '684', '692', '883', '937', '145'], 53675641321]
[['529', '766', '722', '217', '419', '120', '883', '177'], 53704141364]
[['368', '829', '766', '722', '217', '419', '120', '883'], 53842441495]
[['529', '217', '419', '692', '120', '883', '145', '438'], 53509041417]
[['368', '829', '722', '217', '494', '419', '177', '438'], 53709041330]
[['766', '722', '354', '684', '692', '120', '937', '177'], 53566541352]
[['368', '829', '722', '684', '217', '692', '177', '145'], 53681141518]
[['368', '529', '829', '217', '494', '883', '177', '438'], 53713241429]
[['529', '684', '217', '419', '692', '120', '883', '177'], 53622741578]
[['529', '829', '722', '354', '684', '217', '883', '177'], 53806641481]
[['529', '829', '766', '722', '354', '419', '145', '438'], 53829341445]
[['766', '354', '217', '494', '883', '937', '177', '145'], 53470941568]
[['368', '529', '722', '354', '494', '692', '120', '177'], 53812041476]
[['766', '722', '217', '494', '419', '692', '937', '438'], 53548841289]
[['529', '829', '722', '684', '217', '419', '692', '145'], 53755841590]
[['529', '217', '494', '692', '120', '883', '145', '438'], 53506841437]
[['829', '354', '217', '494', '692', '937', '177', '438'], 53599241119]
[['529', '829', '217', '494', '692', '883', '937', '438'], 53632941196]
[['829', '766', '354', '419', '692', '883', '145', '438'], 53625441299]
[['368', '829', '722', '354', '419', '692', '937', '177'], 53713241477]
[['368', '829', '722', '684', '419', '692', '937', '177'], 53687441452]
[['368', '829', '722', '354', '684', '494', '883', '937'], 53765041556]
[['829', '354', '684', '217', '494', '419', '120', '177'], 53682141358]
[['529', '766', '684', '494', '120', '883', '177', '145'], 53584641379]
[['368', '829', '684', '494', '419', '120', '883', '177'], 53661341354]
[['529', '829', '766', '722', '883', '937', '145', '438'], 53763941415]
[['722', '354', '217', '494', '692', '120', '883', '145'], 53496941399]
[['368', '829', '722', '354', '937', '177', '145', '438'], 53682541353]
[['368', '766', '684', '217', '692', '883', '177', '145'], 53602441490]
[['529', '829', '766', '354', '684', '419', '692', '937'], 53863641418]
[['529', '829', '722', '354', '419', '120', '145', '438'], 53697041458]
[['529', '766', '722', '354', '684', '692', '120', '883'], 53752741548]
[['368', '766', '722', '419', '692', '937', '177', '438'], 53601941527]
[['829', '766', '722', '354', '419', '692', '883', '438'], 53723241338]
[['529', '829', '766', '722', '354', '684', '419', '883'], 53906141592]
[['529', '766', '722', '354', '217', '419', '883', '177'], 53751541341]
[['529', '766', '354', '684', '692', '120', '937', '177'], 53677841423]
[['368', '829', '354', '684', '217', '120', '937', '145'], 53745541511]
[['829', '684', '419', '692', '120', '883', '177', '145'], 53490341573]
[['829', '766', '217', '494', '692', '120', '937', '145'], 53606241372]
[['829', '722', '354', '217', '494', '692', '145', '438'], 53657341142]
[['829', '684', '217', '494', '692', '120', '883', '937'], 53582841312]
[['368', '529', '766', '722', '494', '120', '177', '145'], 53863141463]
[['829', '217', '494', '692', '883', '937', '177', '438'], 53471941051]
[['368', '766', '722', '217', '494', '883', '937', '177'], 53665441328]
[['529', '829', '722', '494', '419', '883', '177', '438'], 53708641178]
[['829', '766', '354', '217', '419', '692', '883', '937'], 53740141184]
[['368', '529', '766', '684', '494', '937', '177', '145'], 53741341416]
[['368', '529', '722', '684', '419', '692', '120', '177'], 53826841448]
[['829', '722', '684', '494', '692', '120', '883', '177'], 53583241510]
[['766', '354', '217', '494', '692', '120', '883', '937'], 53540741291]
[['722', '494', '419', '692', '883', '937', '145', '438'], 53382541005]
[['529', '766', '354', '217', '494', '120', '937', '177'], 53713041312]
[['529', '684', '217', '692', '120', '883', '177', '145'], 53571941304]
[['766', '722', '354', '684', '494', '692', '883', '937'], 53580541274]
[['368', '829', '722', '684', '692', '883', '937', '145'], 53702441242]
[['766', '722', '354', '120', '883', '937', '177', '145'], 53521341464]
[['529', '722', '217', '494', '419', '883', '145', '438'], 53527541154]
[['529', '829', '722', '692', '120', '883', '937', '177'], 53689241579]
[['766', '722', '354', '494', '120', '883', '937', '145'], 53525541301]
[['722', '354', '217', '494', '419', '692', '120', '438'], 53534441351]
[['529', '722', '217', '419', '692', '120', '883', '937'], 53652741332]
[['529', '829', '354', '684', '692', '883', '937', '145'], 53751941380]
[['368', '529', '354', '494', '419', '692', '120', '177'], 53777041460]
[['529', '722', '354', '217', '494', '692', '145', '438'], 53672741238]
[['529', '722', '684', '217', '120', '883', '937', '177'], 53629741350]
[['829', '354', '217', '419', '120', '883', '937', '438'], 53586141336]
[['529', '722', '354', '419', '692', '120', '883', '177'], 53668441483]
[['766', '722', '217', '494', '692', '120', '937', '177'], 53548041449]
[['722', '684', '217', '419', '692', '120', '883', '177'], 53508741504]
[['722', '217', '494', '692', '120', '883', '937', '177'], 53435541503]
[['529', '829', '354', '217', '120', '177', '145', '438'], 53638041475]
[['829', '766', '722', '494', '419', '692', '120', '937'], 53696441274]
[['368', '529', '829', '354', '684', '494', '120', '145'], 53875341434]
[['529', '354', '684', '217', '419', '692', '937', '177'], 53675341468]
[['766', '722', '354', '684', '494', '419', '883', '177'], 53595741180]
[['368', '766', '354', '684', '419', '883', '937', '177'], 53755741266]
[['829', '722', '684', '217', '494', '120', '883', '177'], 53599541401]
[['829', '766', '217', '419', '692', '120', '937', '177'], 53592641565]
[['529', '766', '217', '494', '692', '120', '937', '145'], 53642841345]
[['368', '829', '494', '120', '883', '937', '177', '438'], 53496641526]
[['529', '829', '217', '692', '120', '937', '145', '438'], 53598841461]
[['529', '766', '217', '419', '120', '883', '937', '177'], 53625241367]
[['368', '829', '354', '684', '217', '692', '937', '145'], 53736341510]
[['829', '766', '722', '354', '494', '120', '883', '145'], 53669441387]
[['766', '722', '217', '419', '692', '120', '145', '438'], 53458341524]
[['368', '684', '217', '494', '692', '120', '937', '177'], 53580141469]
[['368', '829', '684', '217', '494', '692', '177', '145'], 53626141526]
[['529', '829', '354', '494', '883', '937', '177', '145'], 53624541505]
[['722', '354', '684', '217', '419', '120', '883', '937'], 53561841087]
[['368', '529', '766', '684', '494', '120', '177', '145'], 53799941446]
[['368', '529', '722', '684', '217', '494', '419', '120'], 53877141265]
[['529', '766', '722', '494', '883', '937', '145', '438'], 53601941385]
[['368', '829', '766', '354', '494', '120', '883', '145'], 53728141410]
[['829', '766', '722', '217', '419', '120', '883', '937'], 53698641156]
[['529', '722', '354', '217', '419', '120', '937', '177'], 53649341268]
[['766', '684', '494', '419', '120', '883', '937', '145'], 53426841549]
[['829', '766', '354', '494', '419', '692', '883', '177'], 53659641572]
[['829', '766', '722', '217', '419', '883', '177', '438'], 53663541289]
[['368', '829', '766', '354', '217', '883', '937', '145'], 53817141544]
[['766', '722', '354', '684', '217', '120', '937', '177'], 53594441224]
[['829', '766', '354', '684', '692', '120', '937', '145'], 53636041370]
[['368', '829', '722', '692', '120', '883', '937', '145'], 53666541255]
[['368', '766', '722', '684', '419', '120', '883', '937'], 53736941515]
[['529', '766', '722', '217', '692', '883', '937', '438'], 53656841401]
[['529', '829', '766', '722', '494', '419', '692', '937'], 53854441587]
[['829', '722', '354', '684', '692', '120', '883', '937'], 53690041089]
[['529', '829', '684', '692', '120', '937', '177', '145'], 53618441396]
[['529', '829', '766', '217', '120', '937', '177', '145'], 53686841557]
[['368', '829', '766', '722', '494', '883', '937', '438'], 53711041542]
[['829', '354', '217', '494', '419', '120', '883', '937'], 53597541321]
[['529', '829', '722', '354', '494', '937', '145', '438'], 53747741236]
[['368', '529', '766', '354', '684', '217', '419', '120'], 53963241704]
[['368', '529', '829', '354', '494', '937', '145', '438'], 53755741452]
[['829', '722', '494', '692', '120', '937', '177', '438'], 53538641328]
[['829', '722', '217', '419', '692', '120', '937', '438'], 53588741338]
[['529', '217', '494', '419', '120', '937', '145', '438'], 53474841418]
[['368', '529', '766', '354', '684', '419', '883', '177'], 53929841334]
[['529', '722', '684', '692', '120', '883', '937', '145'], 53654141194]
[['829', '722', '354', '494', '419', '692', '937', '438'], 53677341108]
[['368', '829', '354', '494', '419', '692', '937', '177'], 53656841480]
[['529', '722', '354', '494', '692', '883', '145', '438'], 53630241199]
[['529', '722', '354', '494', '419', '692', '937', '438'], 53681841197]
[['829', '722', '354', '217', '883', '937', '177', '438'], 53632841097]
[['829', '766', '494', '419', '883', '937', '145', '438'], 53527141245]
[['368', '829', '354', '217', '419', '692', '883', '438'], 53747641352]
[['529', '829', '354', '217', '883', '177', '145', '438'], 53675841203]
[['368', '529', '829', '354', '217', '419', '120', '177'], 53887441447]
[['529', '722', '684', '692', '883', '937', '177', '145'], 53576041332]
[['529', '829', '766', '722', '684', '217', '692', '145'], 53841341237]
[['766', '722', '217', '494', '120', '883', '177', '438'], 53471841524]
[['529', '829', '766', '217', '419', '883', '177', '438'], 53737741398]
[['368', '217', '494', '120', '883', '937', '145', '438'], 53459941555]
[['368', '529', '766', '684', '419', '120', '883', '177'], 53847641342]
[['368', '722', '354', '684', '419', '692', '883', '177'], 53711341456]
[['529', '829', '722', '120', '883', '937', '145', '438'], 53651941449]
[['684', '494', '692', '883', '937', '177', '145', '438'], 53260641527]
[['829', '722', '354', '494', '120', '937', '177', '145'], 53576641498]
[['722', '217', '494', '692', '120', '937', '145', '438'], 53444341326]
[['829', '766', '722', '354', '494', '937', '145', '438'], 53700441349]
[['368', '722', '217', '494', '692', '937', '177', '145'], 53522341463]
[['829', '354', '217', '419', '692', '883', '145', '438'], 53586741085]
[['766', '722', '419', '692', '120', '883', '145', '438'], 53457841502]
[['766', '354', '217', '419', '692', '120', '883', '937'], 53577641095]
[['368', '829', '684', '217', '419', '120', '883', '937'], 53734941569]
[['829', '766', '722', '354', '684', '419', '692', '145'], 53701741576]
[['766', '722', '217', '494', '692', '883', '177', '438'], 53479541272]
[['529', '766', '722', '217', '419', '692', '177', '438'], 53662341411]
[['368', '829', '722', '354', '684', '217', '494', '937'], 53815641617]
[['722', '354', '684', '419', '692', '120', '883', '177'], 53544441422]
[['368', '722', '354', '494', '120', '883', '177', '145'], 53612041477]
[['529', '829', '766', '722', '217', '419', '883', '937'], 53833241465]
[['529', '829', '722', '354', '692', '883', '937', '438'], 53779541224]
[['368', '766', '722', '494', '419', '120', '937', '177'], 53714141192]
[['529', '829', '722', '684', '419', '120', '883', '177'], 53761141357]
[['529', '766', '354', '217', '692', '177', '145', '438'], 53627741419]
[['368', '529', '766', '419', '692', '883', '937', '177'], 53706041489]
[['529', '829', '722', '684', '494', '419', '692', '120'], 53836141474]
[['529', '829', '494', '120', '883', '177', '145', '438'], 53525941409]
[['368', '722', '354', '494', '419', '120', '883', '177'], 53665541285]
[['368', '722', '354', '692', '883', '937', '177', '145'], 53593241470]
[['529', '829', '766', '722', '937', '177', '145', '438'], 53744641418]
[['529', '766', '354', '692', '883', '937', '177', '438'], 53607141381]
[['368', '766', '684', '217', '883', '937', '177', '145'], 53634441507]
[['529', '829', '722', '494', '692', '883', '177', '438'], 53681141191]
[['722', '354', '684', '217', '692', '120', '937', '177'], 53545741438]
[['766', '722', '354', '684', '419', '692', '883', '937'], 53621441080]
[['529', '829', '354', '684', '217', '419', '692', '883'], 53849141485]
[['529', '829', '766', '217', '494', '419', '120', '177'], 53810041413]
[['529', '766', '419', '692', '120', '883', '937', '177'], 53593141491]
[['368', '829', '354', '494', '419', '883', '177', '438'], 53681641313]
[['766', '722', '684', '419', '120', '883', '177', '145'], 53496841546]
[['529', '722', '692', '120', '883', '937', '177', '438'], 53549441417]
[['829', '722', '217', '692', '883', '937', '177', '438'], 53570141073]
[['368', '829', '354', '684', '494', '120', '937', '177'], 53718941279]
[['829', '722', '354', '684', '217', '419', '883', '177'], 53678041418]
[['829', '722', '354', '684', '494', '692', '883', '937'], 53681441300]
[['368', '766', '354', '684', '692', '120', '937', '177'], 53651841404]
[['829', '722', '354', '419', '692', '120', '937', '438'], 53617041355]
[['368', '829', '766', '722', '684', '217', '494', '419'], 53860841597]
[['684', '494', '419', '692', '937', '177', '145', '438'], 53291241549]
[['368', '722', '217', '494', '419', '883', '937', '177'], 53576841305]
[['722', '684', '217', '692', '120', '883', '177', '145'], 53472541250]
[['722', '354', '684', '494', '120', '883', '177', '145'], 53465541423]
[['368', '529', '829', '722', '354', '937', '145', '438'], 53822041471]
[['368', '684', '217', '494', '120', '883', '177', '145'], 53566241482]
[['368', '829', '217', '494', '419', '692', '937', '177'], 53593641552]
[['368', '529', '829', '217', '692', '883', '177', '438'], 53704141433]
[['722', '354', '217', '494', '120', '883', '937', '177'], 53465541300]
[['766', '722', '217', '419', '883', '177', '145', '438'], 53447341231]
[['529', '829', '766', '722', '217', '883', '177', '145'], 53791941401]
[['829', '722', '494', '692', '120', '883', '937', '177'], 53539341516]
[['368', '529', '684', '494', '692', '883', '937', '145'], 53620541212]
[['829', '722', '217', '419', '692', '883', '177', '438'], 53573841067]
[['766', '722', '354', '684', '494', '692', '883', '177'], 53562441403]
[['829', '722', '684', '217', '494', '692', '883', '177'], 53602941607]
[['368', '529', '766', '722', '684', '494', '419', '177'], 53909841214]
[['529', '829', '722', '684', '692', '120', '883', '145'], 53775641103]
[['368', '829', '354', '684', '494', '937', '177', '145'], 53696541512]
[['368', '829', '684', '217', '494', '692', '937', '145'], 53646841364]
[['529', '722', '354', '217', '494', '419', '177', '438'], 53681741202]
[['368', '829', '217', '494', '419', '883', '177', '438'], 53618341299]
[['368', '829', '766', '354', '684', '217', '883', '937'], 53876341618]
[['766', '354', '217', '494', '419', '692', '937', '438'], 53576541313]
[['829', '354', '217', '494', '419', '120', '177', '438'], 53588641345]
[['829', '766', '722', '354', '684', '217', '494', '692'], 53798241580]
[['368', '722', '354', '684', '494', '419', '120', '937'], 53716941509]
[['368', '766', '722', '354', '692', '883', '937', '177'], 53698841476]
[['529', '829', '722', '494', '883', '937', '177', '145'], 53634841392]
[['368', '529', '494', '419', '883', '937', '177', '438'], 53588341386]
[['368', '354', '419', '692', '120', '883', '937', '177'], 53593541479]
[['368', '829', '722', '684', '217', '692', '937', '145'], 53702141369]
[['529', '829', '217', '419', '120', '883', '145', '438'], 53595641428]
[['529', '766', '722', '354', '217', '494', '937', '145'], 53738041468]
[['529', '829', '722', '354', '217', '883', '937', '145'], 53747341496]
[['829', '766', '354', '494', '883', '177', '145', '438'], 53587841286]
[['722', '354', '217', '692', '120', '883', '177', '145'], 53458841379]
[['529', '829', '766', '722', '883', '177', '145', '438'], 53763641409]
[['529', '766', '722', '684', '419', '692', '937', '145'], 53664841586]
[['829', '722', '354', '217', '419', '692', '120', '438'], 53621641376]
[['368', '722', '354', '684', '419', '120', '883', '177'], 53753341293]
[['529', '829', '722', '354', '684', '419', '120', '937'], 53808641387]
[['529', '766', '722', '217', '494', '120', '937', '177'], 53718641296]
[['766', '722', '354', '120', '883', '937', '145', '438'], 53493041532]
[['529', '766', '684', '419', '120', '883', '937', '177'], 53641441260]
[['829', '766', '684', '692', '883', '937', '177', '145'], 53541841367]
[['368', '766', '684', '494', '692', '120', '883', '177'], 53551541465]
[['829', '766', '722', '354', '692', '120', '937', '177'], 53671141473]
[['368', '529', '829', '766', '217', '419', '120', '883'], 53910941691]
